"filename", "language", "Markdown", "PowerShell", "TypeScript", "Ini", "JavaScript", "TypeScript JSX", "JSON", "JSON with Comments", "Shell Script", "YAML", "Python", "toml", "pip requirements", "XML", "Docker", "JSON Lines", "PostCSS", "HTML", "Ignore", "comment", "blank", "total"
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\utils\test_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
"f:\animate-serial\apps\anyreason\fastapi_backend\uv.lock", "toml", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1850, 0, 0, 0, 0, 0, 0, 0, 0, 154, 2004
"f:\animate-serial\apps\anyreason\fastapi_backend\vercel.json", "JSON", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"f:\animate-serial\apps\anyreason\fastapi_backend\vercel.prod.json", "JSON", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\watcher.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 83
"f:\animate-serial\apps\anyreason\fixed-goal.md", "Markdown", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38
"f:\animate-serial\apps\anyreason\local-shared-data\openapi.json", "JSON", 0, 0, 0, 0, 0, 0, 17415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17415
"f:\animate-serial\apps\anyreason\max_hxj.md", "Markdown", 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 352
"f:\animate-serial\apps\anyreason\nextjs-frontend\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6, 9, 25
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\login.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 111
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\loginPage.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 120
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\passwordReset.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 61
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\passwordResetConfirm.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 87
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\passwordResetConfirmPage.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 116
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\passwordResetPage.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 73
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\register.test.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 93
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\registerPage.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 139
"f:\animate-serial\apps\anyreason\nextjs-frontend\__tests__\taskProviderEvents.test.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\ai-scenes\editor\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\ai-scenes\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 2203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 2331
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\ai\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 250
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\assets\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 511
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\chat\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 591
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 131
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\extraction\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 351
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\my-agents\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 160
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\projects\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\scripts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 2192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 2315
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\settings\catalog\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 868
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 229, 4404
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\storyboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 1033
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\studio\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 173
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\(aistudio)\tasks\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 161
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\agents\route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-configs\[modelConfigId]\test-chat\stream\route.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-configs\[modelConfigId]\test-image\route.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 45
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-test-sessions\[sessionId]\image-attachments\[nodeId]\route.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-test-sessions\[sessionId]\image-attachments\route.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-test-sessions\[sessionId]\route.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\model-test-sessions\route.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 66
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\admin\scene-test\chat\stream\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\chat\sessions\[sessionId]\messages\route.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\chat\sessions\[sessionId]\route.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 71
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\chat\sessions\route.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 65
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\image\generate\route.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\models\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\prompt-presets\[presetId]\route.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\prompt-presets\route.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\scenes\[sceneCode]\chat\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\scenes\[sceneCode]\chat\stream\route.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\scenes\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\text\chat\route.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\ai\video\generate\route.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\apply-plans\execute\route.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\asset-bindings\[bindingId]\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\asset-variants\[variantId]\route.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\assets\[assetId]\route.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\assets\[assetId]\variants\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\avatar\[userId]\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\asset-extraction\apply\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\asset-extraction\preview\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\asset-extraction\prompt-preview\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\scene-structure\apply\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\scene-structure\preview\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\ai\scene-structure\prompt-preview\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\doc\route.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\route.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 54
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\episodes\[episodeId]\scenes\route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\projects\[projectId]\context\preview\route.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\ai\storyboard\apply\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\ai\storyboard\preview\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\ai\storyboard\prompt-preview\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\asset-bindings\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\route.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\shot-asset-bindings\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scenes\[sceneId]\shots\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\download\route.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\episodes\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\hierarchy\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\panorama\thumbnail\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\stats\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\[scriptId]\structure\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\scripts\route.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 55
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\shots\[shotId]\asset-bindings\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\shots\[shotId]\route.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\[taskId]\cancel\route.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\[taskId]\events\route.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\[taskId]\retry\route.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\[taskId]\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\route.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 59
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\tasks\ws-ticket\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\user-agents\[id]\route.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 70
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\user-agents\route.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 50
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\vfs\files\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\vfs\folders\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\vfs\nodes\[nodeId]\download\route.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\vfs\nodes\[nodeId]\route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\api\vfs\nodes\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\clientService.ts", "TypeScript", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 141
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 28, 214
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 109
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\client.gen.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 25
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\client\client.gen.ts", "TypeScript", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 164
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\client\index.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 24
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\client\types.gen.ts", "TypeScript", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 217
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\client\utils.gen.ts", "TypeScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 210
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\core\auth.gen.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 43
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\core\bodySerializer.gen.ts", "TypeScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 93
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\core\params.gen.ts", "TypeScript", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 154
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\core\pathSerializer.gen.ts", "TypeScript", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 182
"f:\animate-serial\apps\anyreason\nextjs-frontend\app\openapi-client\core\serverSentEvents.gen.ts", "TypeScript", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 34, 265
